Time,Bus_Voltage,Bus_Current,RPM,Torque,Current_U,Current_V,Current_W,Throttle_Voltage,SOC
2025-02-12 16:36:11.953,94.56,-10.11,941,189.59,-9.98,48.22,111.7,3.77,21.5
2025-02-12 16:36:12.053,93.31,-11.76,904,186.22,-11.55,52.64,111.2,3.76,21.5
2025-02-12 16:36:12.153,93.36,-13.48,854,189.33,-13.54,55.4,107.16,3.65,21.4
2025-02-12 16:36:12.253,91.87,-14.52,836,186.85,-14.58,59.1,105.84,3.7,21.1
2025-02-12 16:36:12.353,94.23,-16.11,801,192.21,-15.75,63.47,102.03,3.71,21.0
2025-02-12 16:36:12.453,93.78,-17.13,742,186.68,-17.1,67.43,99.86,3.59,21.2
2025-02-12 16:36:12.553,93.31,-17.76,731,190.79,-17.88,68.41,99.69,3.63,21.4
2025-02-12 16:36:12.653,93.2,-18.66,671,188.94,-18.86,74.27,94.13,3.56,20.5
2025-02-12 16:36:12.753,92.86,-19.15,646,185.27,-19.42,77.78,93.85,3.52,20.6
2025-02-12 16:36:12.853,93.67,-19.87,611,184.96,-19.54,79.65,89.68,3.5,21.0
2025-02-12 16:36:12.953,92.39,-19.59,577,180.1,-20.28,84.19,87.12,3.41,20.6
2025-02-12 16:36:13.053,95.2,-20.37,550,181.09,-20.28,85.73,85.0,3.51,20.7
2025-02-12 16:36:13.153,95.81,-19.59,524,180.41,-19.95,90.17,80.49,3.42,20.5
2025-02-12 16:36:13.253,95.5,-19.44,485,179.75,-19.92,93.33,78.14,3.37,21.1
2025-02-12 16:36:13.353,92.65,-18.95,456,174.94,-19.0,93.75,74.25,3.41,20.4
2025-02-12 16:36:13.453,94.41,-18.31,419,179.07,-18.5,96.24,71.09,3.38,20.8
2025-02-12 16:36:13.553,93.0,-17.31,395,172.41,-17.3,100.51,69.04,3.24,20.4
2025-02-12 16:36:13.653,93.55,-16.68,369,170.0,-16.75,103.65,64.33,3.33,20.4
2025-02-12 16:36:13.753,94.47,-15.41,342,168.05,-15.27,105.4,61.0,3.21,20.7
2025-02-12 16:36:13.853,93.43,-14.05,310,166.05,-13.93,105.37,56.74,3.23,20.0
2025-02-12 16:36:13.953,96.28,-12.78,291,162.76,-12.71,107.02,53.15,3.16,20.3
2025-02-12 16:36:14.053,94.08,-10.92,258,162.07,-10.9,111.78,51.41,3.1,20.7
2025-02-12 16:36:14.153,95.67,-9.01,241,158.7,-9.03,114.15,47.55,3.09,20.6
2025-02-12 16:36:14.253,95.84,-7.19,218,157.25,-7.23,112.55,43.84,3.15,20.0
2025-02-12 16:36:14.353,94.45,-5.09,197,156.7,-5.1,114.78,39.89,3.0,20.3
2025-02-12 16:36:14.453,95.83,-2.78,175,152.72,-2.76,118.16,35.89,3.04,20.4
2025-02-12 16:36:14.553,95.9,-0.42,156,147.11,-0.43,118.02,32.53,3.05,20.6
2025-02-12 16:36:14.653,95.87,2.1,138,145.36,2.12,119.5,29.64,3.02,20.5
2025-02-12 16:36:14.753,96.32,4.67,121,144.84,4.64,118.4,26.77,2.98,20.2
2025-02-12 16:36:14.853,94.96,7.59,104,137.36,7.36,118.22,22.83,2.93,20.5
2025-02-12 16:36:14.953,95.61,10.39,89,136.09,10.42,120.64,19.85,2.93,19.7
2025-02-12 16:36:15.053,96.11,13.22,73,132.95,13.23,122.13,16.8,2.83,20.5
2025-02-12 16:36:15.153,96.04,16.45,61,131.66,16.54,120.18,13.75,2.83,20.2
2025-02-12 16:36:15.253,95.34,19.1,51,126.24,19.08,121.07,10.63,2.76,20.3
2025-02-12 16:36:15.353,95.57,23.02,40,124.43,22.37,117.52,7.98,2.71,20.4
2025-02-12 16:36:15.453,95.18,26.15,30,121.21,25.77,120.34,5.08,2.68,20.3
2025-02-12 16:36:15.553,94.07,29.14,23,118.1,29.68,115.98,2.52,2.64,20.1
2025-02-12 16:36:15.653,93.93,32.73,15,111.23,32.9,118.96,-0.01,2.61,20.2
2025-02-12 16:36:15.753,96.08,35.77,10,109.27,35.43,114.77,-2.39,2.59,20.1
2025-02-12 16:36:15.853,95.89,39.39,6,104.74,39.86,116.53,-4.64,2.62,20.4
2025-02-12 16:36:15.953,93.37,43.11,2,103.3,42.32,114.34,-6.84,2.56,20.2
2025-02-12 16:36:16.053,96.25,46.21,1,98.28,46.01,112.63,-8.76,2.55,19.9
2025-02-12 16:36:16.153,94.34,50.62,0,93.8,49.8,111.79,-10.75,2.49,20.4
2025-02-12 16:36:16.253,94.41,53.97,1,90.05,54.41,109.25,-12.17,2.51,19.6
2025-02-12 16:36:16.353,93.11,56.43,2,88.89,56.72,107.63,-13.96,2.43,20.1
2025-02-12 16:36:16.453,96.5,60.23,5,82.87,60.66,105.75,-14.98,2.39,20.2
2025-02-12 16:36:16.553,93.78,63.95,10,80.86,64.5,101.5,-16.29,2.41,20.0
2025-02-12 16:36:16.653,93.26,68.09,15,78.39,67.27,98.13,-17.12,2.31,20.0
2025-02-12 16:36:16.753,96.59,70.38,22,73.17,71.34,98.74,-18.64,2.32,19.7
2025-02-12 16:36:16.853,94.77,72.98,30,71.02,73.22,93.39,-19.05,2.32,20.2
2025-02-12 16:36:16.953,96.72,78.07,39,68.08,76.27,91.18,-19.45,2.25,20.3
2025-02-12 16:36:17.053,94.16,79.28,49,63.3,81.97,88.17,-19.51,2.17,20.0
2025-02-12 16:36:17.153,93.81,83.17,61,60.42,83.16,87.59,-19.62,2.17,20.1
2025-02-12 16:36:17.253,95.82,88.1,73,57.8,85.21,82.38,-19.98,2.17,19.8
2025-02-12 16:36:17.353,96.56,91.32,88,53.43,89.78,78.91,-19.97,2.11,20.5
2025-02-12 16:36:17.453,93.58,91.52,105,50.87,93.85,76.16,-19.78,2.1,19.7
2025-02-12 16:36:17.553,94.6,94.97,119,46.53,95.7,72.36,-18.97,2.09,20.5
2025-02-12 16:36:17.653,93.79,98.17,137,44.22,96.11,71.55,-18.41,1.99,20.3
2025-02-12 16:36:17.753,93.27,99.97,152,41.26,99.3,65.81,-17.43,2.0,19.9
2025-02-12 16:36:17.853,93.82,103.67,173,38.11,102.97,63.98,-16.17,2.0,20.5
2025-02-12 16:36:17.953,94.88,106.35,192,34.7,106.26,60.67,-14.84,1.93,20.6
2025-02-12 16:36:18.053,94.7,109.07,214,32.52,106.04,56.72,-13.59,1.88,20.1
2025-02-12 16:36:18.153,94.94,111.18,244,30.41,107.54,53.08,-11.86,1.89,20.1
2025-02-12 16:36:18.253,95.47,110.6,267,27.33,109.49,48.73,-10.44,1.84,20.2
2025-02-12 16:36:18.353,93.12,111.06,287,24.6,112.84,46.0,-8.31,1.8,20.4
2025-02-12 16:36:18.453,94.87,114.6,313,22.31,113.73,42.95,-6.51,1.77,20.2
2025-02-12 16:36:18.553,93.73,117.67,334,19.97,113.16,38.77,-4.31,1.75,20.4
2025-02-12 16:36:18.653,93.02,116.09,360,18.47,116.16,35.19,-1.99,1.72,20.7
2025-02-12 16:36:18.753,96.26,115.83,401,16.3,117.06,31.7,0.4,1.71,20.6
2025-02-12 16:36:18.853,94.08,117.9,418,14.3,119.2,28.28,2.97,1.69,20.8
2025-02-12 16:36:18.953,95.68,119.85,458,12.25,120.4,25.44,5.51,1.65,20.3
2025-02-12 16:36:19.053,93.75,119.54,483,10.61,117.3,21.7,8.53,1.58,20.6
2025-02-12 16:36:19.153,94.92,119.69,510,9.0,117.58,18.83,11.43,1.58,20.3
2025-02-12 16:36:19.253,95.1,122.09,558,7.66,118.24,15.97,14.24,1.53,20.8
2025-02-12 16:36:19.353,94.21,119.31,587,6.33,117.95,12.98,17.54,1.52,20.4
2025-02-12 16:36:19.453,93.22,121.31,615,4.97,120.44,9.79,20.83,1.49,20.9
2025-02-12 16:36:19.553,93.22,119.79,659,3.97,121.37,7.04,23.33,1.45,21.0
2025-02-12 16:36:19.653,95.6,120.52,676,3.03,116.87,4.3,26.86,1.46,20.7
2025-02-12 16:36:19.753,95.11,117.44,704,2.15,120.23,1.65,30.48,1.41,20.7
2025-02-12 16:36:19.853,94.8,118.18,745,1.47,119.27,-0.83,33.29,1.35,21.4
2025-02-12 16:36:19.953,94.33,118.04,778,0.91,117.64,-3.21,37.67,1.37,20.8
2025-02-12 16:36:20.053,94.25,113.38,823,0.47,114.65,-5.41,40.83,1.33,21.2
2025-02-12 16:36:20.153,92.51,114.1,877,0.19,113.02,-7.41,44.07,1.29,21.2
2025-02-12 16:36:20.253,92.7,111.01,917,0.03,110.81,-9.45,48.55,1.24,21.1
2025-02-12 16:36:20.353,93.64,111.01,942,0.01,108.74,-11.28,51.8,1.25,21.3
2025-02-12 16:36:20.453,95.17,109.6,968,0.12,106.26,-12.94,54.22,1.21,21.8
2025-02-12 16:36:20.553,91.94,106.08,1027,0.37,106.13,-14.41,57.95,1.18,21.9
2025-02-12 16:36:20.653,92.94,104.85,1056,0.74,102.89,-15.65,62.3,1.14,21.6
2025-02-12 16:36:20.753,94.44,100.25,1103,1.25,101.68,-16.8,66.26,1.15,21.3
2025-02-12 16:36:20.853,93.99,99.35,1131,1.94,98.92,-17.93,69.82,1.12,21.3
2025-02-12 16:36:20.953,92.0,95.73,1184,2.72,96.25,-18.41,70.71,1.07,21.8
2025-02-12 16:36:21.053,93.33,93.83,1189,3.67,94.09,-19.05,75.25,1.08,22.2
2025-02-12 16:36:21.153,92.1,89.56,1265,4.56,91.79,-19.38,79.75,1.04,22.3
2025-02-12 16:36:21.253,91.13,88.05,1287,5.76,88.78,-20.21,81.99,1.0,22.3
2025-02-12 16:36:21.353,93.8,84.65,1352,7.16,84.6,-20.2,86.44,1.0,22.3
2025-02-12 16:36:21.453,92.74,82.36,1380,8.71,82.14,-19.97,87.02,0.95,22.0
2025-02-12 16:36:21.553,93.97,80.38,1384,10.12,78.31,-19.69,91.98,0.94,22.0
2025-02-12 16:36:21.653,93.72,74.98,1429,11.84,75.94,-19.52,92.0,0.91,22.4
2025-02-12 16:36:21.753,93.19,73.21,1508,13.77,72.27,-18.56,96.61,0.87,22.6
2025-02-12 16:36:21.853,92.18,69.68,1522,15.39,67.9,-17.77,98.47,0.88,22.1
2025-02-12 16:36:21.953,91.46,66.91,1533,17.63,64.84,-16.98,99.99,0.84,22.5
2025-02-12 16:36:22.053,92.84,61.4,1596,19.18,62.1,-15.59,103.44,0.8,22.7
2025-02-12 16:36:22.153,93.18,59.11,1669,21.51,59.19,-14.26,106.83,0.8,22.9
2025-02-12 16:36:22.253,93.15,55.54,1683,23.76,55.22,-12.87,108.67,0.76,22.5
2025-02-12 16:36:22.353,93.27,52.3,1737,26.71,52.68,-11.58,109.96,0.74,23.3
2025-02-12 16:36:22.453,93.35,49.06,1752,29.36,48.8,-9.83,110.53,0.73,22.9
2025-02-12 16:36:22.553,91.76,44.32,1798,32.09,45.32,-7.8,112.35,0.7,23.0
2025-02-12 16:36:22.653,92.1,40.43,1786,34.69,41.22,-5.8,113.35,0.67,23.1
2025-02-12 16:36:22.753,90.05,37.79,1834,36.55,37.49,-3.62,115.95,0.65,23.2
2025-02-12 16:36:22.853,93.23,34.9,1902,39.43,33.65,-1.24,116.82,0.63,23.6
2025-02-12 16:36:22.953,92.22,31.48,1952,43.31,30.34,1.21,117.31,0.62,23.6
2025-02-12 16:36:23.053,93.08,27.76,1943,45.64,28.02,3.87,117.48,0.58,23.6
2025-02-12 16:36:23.153,92.75,24.36,1958,48.94,23.76,6.42,121.34,0.57,23.9
2025-02-12 16:36:23.253,92.54,20.91,2012,53.4,21.2,9.48,122.04,0.56,24.1
2025-02-12 16:36:23.353,92.72,17.79,2049,56.71,17.76,12.48,119.47,0.52,24.0
2025-02-12 16:36:23.453,92.46,14.95,2075,58.86,14.98,15.18,120.42,0.52,23.9
2025-02-12 16:36:23.553,91.19,11.68,2106,61.68,11.55,18.69,119.09,0.49,24.2
2025-02-12 16:36:23.653,90.42,8.81,2160,65.56,8.82,21.57,118.81,0.48,23.9
2025-02-12 16:36:23.753,91.51,5.95,2190,68.94,6.13,25.18,120.74,0.47,24.3
2025-02-12 16:36:23.853,90.94,3.38,2154,71.16,3.37,28.18,117.59,0.43,25.1
2025-02-12 16:36:23.953,90.05,0.82,2232,76.93,0.8,30.98,118.77,0.43,24.2
2025-02-12 16:36:24.053,91.71,-1.65,2232,78.47,-1.64,34.52,118.47,0.41,24.9
2025-02-12 16:36:24.153,90.16,-3.91,2252,82.68,-3.89,37.79,115.4,0.39,24.8
2025-02-12 16:36:24.253,91.95,-6.19,2325,85.75,-6.21,42.11,115.0,0.38,25.0
2025-02-12 16:36:24.353,89.76,-8.23,2302,89.14,-8.28,45.36,112.79,0.35,25.3
2025-02-12 16:36:24.453,91.12,-9.96,2309,93.21,-9.86,48.0,110.82,0.34,25.8
2025-02-12 16:36:24.553,91.29,-11.56,2328,96.98,-11.53,53.2,110.64,0.32,25.4
2025-02-12 16:36:24.653,90.85,-13.57,2370,99.06,-13.36,56.84,107.9,0.31,25.1
2025-02-12 16:36:24.753,89.33,-14.69,2402,105.42,-14.59,59.53,104.51,0.29,25.2
2025-02-12 16:36:24.853,90.73,-16.19,2386,109.13,-15.83,64.03,102.83,0.28,25.8
2025-02-12 16:36:24.953,88.64,-16.89,2419,111.62,-17.04,67.21,99.13,0.26,25.9
2025-02-12 16:36:25.053,89.04,-18.18,2424,113.3,-18.26,70.26,98.69,0.26,25.8
2025-02-12 16:36:25.153,91.09,-19.07,2432,119.99,-19.02,73.86,96.43,0.24,26.0
2025-02-12 16:36:25.253,88.24,-19.27,2451,123.83,-19.64,76.63,92.14,0.22,26.8
2025-02-12 16:36:25.353,87.7,-19.36,2465,126.22,-19.7,78.54,90.94,0.21,26.7
2025-02-12 16:36:25.453,89.64,-19.72,2445,129.07,-19.99,81.89,88.34,0.2,26.9
2025-02-12 16:36:25.553,89.36,-20.1,2460,132.99,-19.72,84.46,83.92,0.18,26.3
2025-02-12 16:36:25.653,88.07,-19.54,2512,132.91,-19.75,87.75,82.02,0.18,27.0
2025-02-12 16:36:25.753,87.27,-19.84,2499,138.93,-19.35,92.51,77.98,0.17,27.2
2025-02-12 16:36:25.853,87.76,-18.92,2471,140.08,-18.89,95.68,76.01,0.15,27.5
2025-02-12 16:36:25.953,88.5,-18.33,2506,145.72,-18.17,96.4,70.13,0.14,27.3
2025-02-12 16:36:26.053,86.85,-17.33,2456,145.5,-17.53,97.83,68.93,0.13,27.8
2025-02-12 16:36:26.153,87.35,-16.54,2489,149.77,-16.54,101.37,65.35,0.12,27.1
2025-02-12 16:36:26.253,87.91,-15.17,2549,150.77,-15.2,105.67,59.94,0.11,28.1
2025-02-12 16:36:26.353,89.36,-13.94,2474,158.32,-14.12,106.69,56.74,0.1,28.0
2025-02-12 16:36:26.453,88.75,-12.62,2529,159.66,-12.47,107.3,53.03,0.1,28.2
2025-02-12 16:36:26.553,89.54,-10.77,2527,163.17,-10.72,110.87,50.42,0.09,28.8
2025-02-12 16:36:26.653,87.75,-9.18,2454,163.47,-8.96,112.09,47.49,0.08,28.6
2025-02-12 16:36:26.753,86.61,-7.22,2470,169.67,-7.01,114.31,43.86,0.07,28.3
2025-02-12 16:36:26.853,87.98,-5.0,2427,170.67,-5.07,114.6,39.68,0.06,28.6
2025-02-12 16:36:26.953,87.72,-2.79,2474,168.95,-2.84,115.78,37.1,0.06,29.0
2025-02-12 16:36:27.053,87.17,-0.42,2402,175.39,-0.42,115.25,32.75,0.05,28.5
2025-02-12 16:36:27.153,88.23,2.12,2410,175.58,2.08,118.36,29.29,0.04,28.8
2025-02-12 16:36:27.253,87.48,4.73,2426,179.64,4.78,116.73,26.57,0.04,29.9
2025-02-12 16:36:27.353,88.81,7.39,2426,176.81,7.5,121.16,22.78,0.03,29.7
2025-02-12 16:36:27.453,86.08,10.2,2393,182.36,10.5,118.13,20.23,0.03,29.3
2025-02-12 16:36:27.553,85.57,13.34,2337,183.55,13.45,120.92,17.01,0.02,30.4
2025-02-12 16:36:27.653,87.21,16.08,2408,184.69,16.36,118.68,13.76,0.02,30.1
2025-02-12 16:36:27.753,87.9,19.54,2337,181.76,19.1,122.04,10.73,0.02,29.9
2025-02-12 16:36:27.853,86.33,22.48,2314,184.44,22.96,118.55,7.91,0.01,30.0
2025-02-12 16:36:27.953,86.69,25.45,2292,184.99,25.75,117.84,5.24,0.01,31.1
2025-02-12 16:36:28.053,86.49,28.81,2295,189.43,28.79,118.44,2.53,0.01,31.0
2025-02-12 16:36:28.153,85.13,32.33,2227,187.87,32.56,118.78,-0.01,0.01,30.6
2025-02-12 16:36:28.253,87.85,36.07,2267,190.71,35.91,116.87,-2.45,0.0,30.8
2025-02-12 16:36:28.353,85.96,39.8,2234,187.82,39.58,113.08,-4.63,0.0,30.9
2025-02-12 16:36:28.453,85.77,43.15,2218,190.94,43.24,113.08,-6.7,0.0,31.5
2025-02-12 16:36:28.553,85.65,46.4,2182,190.82,46.42,110.34,-8.72,0.0,31.8
2025-02-12 16:36:28.653,86.34,49.34,2132,188.36,49.36,111.2,-10.74,0.0,32.2
2025-02-12 16:36:28.753,86.7,53.99,2090,188.37,53.17,107.51,-12.13,0.0,32.4
2025-02-12 16:36:28.853,84.69,56.04,2072,193.3,57.04,105.89,-13.89,0.0,31.5
2025-02-12 16:36:28.953,86.74,60.2,2013,186.03,59.41,103.86,-15.03,0.0,32.3
2025-02-12 16:36:29.053,86.04,64.16,2050,191.36,63.58,102.67,-16.1,0.0,32.3
2025-02-12 16:36:29.153,86.41,66.61,1997,190.55,68.67,99.64,-17.34,0.0,32.7
2025-02-12 16:36:29.253,84.47,71.14,1953,184.22,71.96,96.64,-18.61,0.01,33.4
2025-02-12 16:36:29.353,86.18,73.16,1905,184.99,73.97,94.03,-19.23,0.01,33.3
2025-02-12 16:36:29.453,84.61,78.3,1892,183.49,77.02,92.0,-19.55,0.01,33.2
2025-02-12 16:36:29.553,85.54,82.07,1849,182.75,79.73,88.19,-20.01,0.02,32.8
2025-02-12 16:36:29.653,84.64,84.01,1843,180.14,85.27,87.27,-20.15,0.02,33.1
2025-02-12 16:36:29.753,84.62,87.0,1810,178.35,86.87,84.64,-20.27,0.02,33.4
2025-02-12 16:36:29.853,85.09,90.84,1752,182.54,91.31,79.82,-19.63,0.03,34.0
2025-02-12 16:36:29.953,86.93,93.9,1703,182.37,92.92,76.7,-19.65,0.03,34.1
2025-02-12 16:36:30.053,86.67,95.96,1704,177.78,95.03,72.94,-18.99,0.04,34.6
2025-02-12 16:36:30.153,84.25,96.54,1665,174.25,96.71,71.08,-17.9,0.04,34.0
2025-02-12 16:36:30.253,83.88,100.44,1609,172.69,98.6,66.74,-16.95,0.05,34.3
2025-02-12 16:36:30.353,86.29,101.24,1590,168.95,103.28,62.29,-15.94,0.06,35.0
2025-02-12 16:36:30.453,84.67,104.72,1504,171.38,106.46,59.21,-15.17,0.06,35.7
2025-02-12 16:36:30.553,86.2,108.07,1462,166.77,105.26,57.41,-13.82,0.07,35.9
2025-02-12 16:36:30.653,84.44,107.72,1464,162.51,107.79,52.61,-11.86,0.08,35.2
2025-02-12 16:36:30.753,84.07,109.13,1383,163.05,110.41,48.77,-10.16,0.09,35.4
2025-02-12 16:36:30.853,84.72,113.03,1356,162.03,110.8,46.12,-8.46,0.09,36.2
2025-02-12 16:36:30.953,86.3,112.06,1327,157.59,113.61,42.29,-6.48,0.1,36.6
2025-02-12 16:36:31.053,84.93,114.59,1270,154.57,115.32,39.39,-4.27,0.11,36.1
2025-02-12 16:36:31.153,86.8,114.5,1256,149.59,116.42,35.93,-2.06,0.12,35.9
2025-02-12 16:36:31.253,83.99,116.41,1214,150.77,115.3,31.42,0.39,0.13,36.5
2025-02-12 16:36:31.353,84.74,118.84,1190,146.16,119.77,28.33,2.92,0.14,37.5
2025-02-12 16:36:31.453,85.64,117.55,1154,139.71,120.09,25.19,5.53,0.16,37.4
2025-02-12 16:36:31.553,85.58,120.83,1089,137.4,117.92,22.2,8.53,0.17,37.9
2025-02-12 16:36:31.653,86.08,120.21,1040,133.72,118.44,19.11,11.48,0.18,37.5
2025-02-12 16:36:31.753,85.78,119.27,1025,131.09,121.44,15.87,14.38,0.19,37.4
2025-02-12 16:36:31.853,86.08,121.22,986,127.97,118.95,12.95,17.02,0.2,38.5
2025-02-12 16:36:31.953,84.66,121.14,926,124.06,118.27,9.63,20.56,0.21,38.0
2025-02-12 16:36:32.053,83.48,121.61,907,119.87,118.23,7.03,23.75,0.22,38.2
2025-02-12 16:36:32.153,84.15,116.78,875,120.59,118.96,4.22,27.17,0.23,38.9
2025-02-12 16:36:32.253,84.72,118.77,817,114.89,117.5,1.65,30.5,0.25,38.5
2025-02-12 16:36:32.353,83.5,118.29,804,112.68,118.81,-0.81,33.57,0.26,38.2
2025-02-12 16:36:32.453,86.4,117.57,742,108.11,116.69,-3.23,36.84,0.28,38.8
2025-02-12 16:36:32.553,83.37,115.84,710,103.95,115.96,-5.42,41.18,0.29,39.1
2025-02-12 16:36:32.653,83.32,114.62,691,102.24,112.48,-7.61,44.06,0.3,39.0
2025-02-12 16:36:32.753,85.35,112.68,659,98.3,111.77,-9.32,47.26,0.33,40.0
2025-02-12 16:36:32.853,83.69,108.79,618,92.41,111.17,-11.15,50.46,0.34,39.6
2025-02-12 16:36:32.953,83.88,108.39,585,91.22,110.21,-12.71,55.63,0.36,40.5
2025-02-12 16:36:33.053,85.88,106.86,538,85.73,107.54,-14.53,57.87,0.38,41.2
2025-02-12 16:36:33.153,84.41,103.48,513,82.85,102.94,-15.32,60.52,0.39,40.0
2025-02-12 16:36:33.253,85.22,101.9,490,78.79,102.5,-16.89,65.03,0.4,41.2
2025-02-12 16:36:33.353,84.35,99.85,450,74.57,100.85,-17.41,68.04,0.42,41.6
2025-02-12 16:36:33.453,85.17,95.7,421,73.77,97.26,-18.37,72.48,0.44,41.3
2025-02-12 16:36:33.553,85.86,92.96,390,69.77,95.55,-18.81,75.76,0.45,42.4
2025-02-12 16:36:33.653,85.25,89.62,366,64.68,91.2,-19.96,79.91,0.47,41.2
2025-02-12 16:36:33.753,85.35,87.46,341,62.68,86.75,-19.98,82.17,0.49,41.8
2025-02-12 16:36:33.853,85.19,85.7,315,59.34,84.5,-19.98,85.27,0.51,42.2
2025-02-12 16:36:33.953,84.72,83.51,281,55.73,83.69,-19.56,88.54,0.53,43.3
2025-02-12 16:36:34.053,84.27,78.5,259,51.37,77.5,-20.05,92.09,0.56,42.7
2025-02-12 16:36:34.153,86.8,74.3,236,49.1,76.14,-18.96,92.42,0.59,42.9
2025-02-12 16:36:34.253,85.2,72.43,214,46.33,72.55,-18.49,96.36,0.6,42.6
2025-02-12 16:36:34.353,84.36,69.73,194,43.29,68.09,-18.13,100.13,0.63,43.6
2025-02-12 16:36:34.453,83.89,66.11,172,40.2,64.44,-16.83,100.65,0.64,43.7
2025-02-12 16:36:34.553,84.9,62.66,157,37.76,62.75,-16.01,101.52,0.66,44.2
2025-02-12 16:36:34.653,83.78,58.45,138,34.41,59.36,-14.81,103.82,0.69,43.6
2025-02-12 16:36:34.753,86.75,55.1,120,31.71,55.54,-13.08,107.62,0.71,45.0
2025-02-12 16:36:34.853,84.19,52.3,105,28.88,52.78,-11.39,109.09,0.71,43.9
2025-02-12 16:36:34.953,84.42,49.18,87,26.9,47.28,-9.8,111.6,0.75,44.1
2025-02-12 16:36:35.053,84.22,45.31,75,24.55,44.04,-7.81,114.65,0.75,45.4
2025-02-12 16:36:35.153,86.24,40.44,60,21.73,41.37,-5.77,114.3,0.77,45.4
2025-02-12 16:36:35.253,85.36,37.48,50,19.96,38.36,-3.6,117.57,0.82,45.4
2025-02-12 16:36:35.353,86.91,33.9,39,17.65,33.79,-1.21,116.45,0.85,44.9
2025-02-12 16:36:35.453,84.21,31.29,30,15.72,30.58,1.25,115.66,0.86,45.7
2025-02-12 16:36:35.553,86.06,27.08,22,13.68,27.74,3.79,119.43,0.87,46.0
2025-02-12 16:36:35.653,86.46,24.13,15,11.94,24.36,6.61,120.61,0.89,47.3
2025-02-12 16:36:35.753,86.53,21.05,10,9.98,20.6,9.27,122.02,0.94,46.8
2025-02-12 16:36:35.853,84.26,17.73,5,8.65,17.62,12.4,122.13,0.97,47.7
2025-02-12 16:36:35.953,85.81,14.46,2,7.19,14.84,15.34,119.72,1.0,47.8
2025-02-12 16:36:36.053,87.35,11.53,1,5.85,11.98,18.02,121.74,1.0,47.6
2025-02-12 16:36:36.153,85.0,8.69,0,4.66,8.82,21.19,118.42,1.04,48.0
2025-02-12 16:36:36.253,86.04,6.18,1,3.66,5.94,25.16,116.94,1.05,48.2
2025-02-12 16:36:36.353,86.26,3.35,2,2.68,3.4,28.56,119.13,1.08,47.4
2025-02-12 16:36:36.453,84.63,0.8,6,1.94,0.82,31.75,115.48,1.12,48.4
2025-02-12 16:36:36.553,86.99,-1.61,10,1.27,-1.65,35.27,115.87,1.13,48.9
2025-02-12 16:36:36.653,86.48,-3.96,16,0.76,-3.86,38.46,116.74,1.18,49.7
2025-02-12 16:36:36.753,87.09,-6.12,22,0.37,-6.03,41.0,114.67,1.18,48.8
2025-02-12 16:36:36.853,84.82,-8.05,30,0.12,-7.99,44.44,113.97,1.23,48.7
2025-02-12 16:36:36.953,85.09,-10.01,39,0.01,-9.9,48.13,113.35,1.25,50.0
2025-02-12 16:36:37.053,86.49,-11.89,50,0.03,-11.82,52.88,107.44,1.25,50.7
2025-02-12 16:36:37.153,87.76,-13.26,61,0.19,-13.21,55.49,109.47,1.29,50.6
2025-02-12 16:36:37.253,88.1,-14.52,74,0.48,-14.56,60.3,103.41,1.31,49.9
2025-02-12 16:36:37.353,87.04,-16.12,88,0.9,-15.8,63.83,104.57,1.36,51.4
2025-02-12 16:36:37.453,87.92,-16.92,103,1.46,-16.83,66.21,100.06,1.37,50.8
2025-02-12 16:36:37.553,88.56,-18.22,117,2.14,-17.67,68.82,98.91,1.39,51.2
2025-02-12 16:36:37.653,86.04,-19.05,136,2.94,-18.99,74.12,96.81,1.42,51.1
2025-02-12 16:36:37.753,88.44,-19.57,156,3.9,-18.98,77.41,92.15,1.48,52.4
2025-02-12 16:36:37.853,87.65,-19.5,171,5.08,-20.07,80.97,89.86,1.49,51.8
2025-02-12 16:36:37.953,87.39,-20.17,192,6.26,-19.76,82.18,86.64,1.54,52.5
2025-02-12 16:36:38.053,87.34,-20.26,218,7.62,-20.12,85.71,85.63,1.53,52.0
2025-02-12 16:36:38.153,86.95,-19.66,234,8.91,-19.72,89.13,82.53,1.57,52.1
2025-02-12 16:36:38.253,88.1,-19.3,259,10.6,-19.59,90.08,77.61,1.59,51.8
2025-02-12 16:36:38.353,85.92,-18.89,286,12.35,-19.17,93.1,75.83,1.62,52.4
2025-02-12 16:36:38.453,86.02,-18.33,317,14.1,-18.47,95.12,71.92,1.67,53.5
2025-02-12 16:36:38.553,86.56,-17.27,341,16.25,-17.74,99.56,67.18,1.7,52.6
2025-02-12 16:36:38.653,87.43,-16.76,372,17.94,-16.66,102.11,64.73,1.7,54.1
2025-02-12 16:36:38.753,89.52,-15.64,398,20.31,-15.16,105.08,60.18,1.76,54.8
2025-02-12 16:36:38.853,89.15,-14.2,428,22.12,-13.87,106.43,57.97,1.81,55.2
2025-02-12 16:36:38.953,88.75,-12.72,451,24.85,-12.6,108.49,54.49,1.81,55.6
2025-02-12 16:36:39.053,87.03,-10.7,490,27.66,-10.85,110.15,50.29,1.87,55.0
2025-02-12 16:36:39.153,87.38,-9.1,510,29.4,-8.93,112.11,46.79,1.88,55.0
2025-02-12 16:36:39.253,89.95,-7.2,541,31.99,-7.14,112.7,44.01,1.87,54.5
2025-02-12 16:36:39.353,87.87,-5.08,588,35.51,-5.06,112.89,39.5,1.92,55.5
2025-02-12 16:36:39.453,89.39,-2.82,622,38.55,-2.81,114.79,36.56,1.99,55.9
